id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11580493,Luminoso Estudio en LAS CAÑITAS,61220587,Andrea,,Palermo,-34.56892,-58.4317,Entire home/apt,3001,7,0,,,1,365
11582819,"Full of Light, Nice Balcony 2brs!!!",560338,Carlos,,Palermo,-34.58217,-58.40777,Entire home/apt,3301,60,28,2018-09-21,0.59,26,365
11590245,"Gran ubicación!! Equipado,cómodo.Av. Corrientes800",52973388,Victoria,,San Nicolas,-34.60189,-58.37811,Entire home/apt,3601,3,13,2019-12-25,0.28,3,339
11592058,"Moliere, 2 bedrooms in Recoleta",42388196,Maria,,Retiro,-34.59309,-58.38604,Entire home/apt,7203,7,0,,,26,365
11592288,Spacious 3 bedrooms in Recoleta,42388196,Maria,,Retiro,-34.59388,-58.38644,Entire home/apt,10804,1,3,2020-01-01,0.10,26,365
11597735,Apartamento de alquiler temporario  Bs As,61359815,Liliana,,San Nicolas,-34.60207,-58.37699,Entire home/apt,1861,7,8,2018-03-05,0.17,1,0
11600715,Luxury building with rooftop pool in Palermo,13138265,Alex,,Palermo,-34.57831,-58.43828,Entire home/apt,2101,1,6,2019-12-22,0.55,1,272
11601531,Monoambiente en Palermo Soho,59656013,Josefina,,Villa Crespo,-34.59292,-58.43226,Entire home/apt,780,7,25,2019-12-04,0.53,1,114
11609791,ESTUDIO SUPER CHIC,33211095,Lorena,,San Telmo,-34.61725,-58.37421,Entire home/apt,3001,2,6,2017-07-14,0.15,2,365
11610404,Linda habitación en Palermo Soho,61463558,Adali,,Palermo,-34.58556,-58.42845,Private room,180,1,1,2016-03-21,0.02,2,0
11610600,apto con fabulosa vista de bs as,53692110,Daniel,,Monserrat,-34.6112,-58.38168,Entire home/apt,720,4,16,2018-10-05,0.34,2,336
11618371,EXCELLENT  PALERMO SOHO STUDIO  45 mt WITH BALCONY,61524576,Mercedes,,Palermo,-34.5857,-58.42264,Entire home/apt,1921,3,11,2017-09-17,0.24,1,49
11620589,Luminous Shared Apartment,38602255,Nicole,,Chacarita,-34.58326,-58.45342,Private room,1200,2,1,2016-05-08,0.02,1,364
11627730,A Sweet´n Little Home,60631224,Daniel,,Belgrano,-34.56874,-58.46833,Entire home/apt,1681,1,115,2020-01-08,2.49,1,351
11635645,Beautiful apartment in Palermo,30243157,Romina,,Palermo,-34.57911,-58.43373,Entire home/apt,2701,4,53,2019-11-11,1.13,1,270
11637460,Cozy room in BA center,13203606,Fausto,,Retiro,-34.59675,-58.37425,Entire home/apt,1140,2,40,2019-11-04,2.40,2,325
11647170,Cozy and Bright Apt in Almagro.,61769774,Sofia,,Almagro,-34.60471,-58.41611,Entire home/apt,1320,3,16,2019-09-26,0.35,1,125
11649246,Sunny & Comfortable Studio in the heart of Palermo,7656050,Elena,,Palermo,-34.58461,-58.42253,Entire home/apt,1380,2,86,2020-01-15,3.28,1,133
11649398,Amplio y bien ubicado Departamento en Colegiales,30710048,Luz,,Colegiales,-34.57538,-58.44859,Entire home/apt,1320,5,3,2018-03-22,0.08,1,14
11655546,La habitación luminosa de Laura,30109438,Laura,,Villa Crespo,-34.59384,-58.44357,Private room,1200,3,23,2019-02-28,0.50,3,118
11656668,Hermoso piso de estilo,29655584,Viole,,Almagro,-34.61922,-58.41557,Entire home/apt,1320,12,0,,,1,0
11665503,Exclusivo Apartamento en Plaza San Martín,6750076,Esteban Martin,,Retiro,-34.59343,-58.3777,Entire home/apt,1441,3,9,2020-01-21,3.97,1,83
11665905,Beautiful apartment in Palermo Soho,61925724,Laura,,Palermo,-34.58617,-58.42351,Entire home/apt,1981,2,106,2019-12-29,2.29,1,147
11665975,Depto enorme centro Buenos Aires. Excelente ubicac,61926910,Maria Florencia,,San Nicolas,-34.60527,-58.38909,Entire home/apt,1501,30,20,2018-07-01,0.43,1,22
11668398,"Recoleta, Impecable!",45925448,Martina,,Recoleta,-34.59447,-58.39078,Entire home/apt,2821,2,80,2019-11-24,1.83,2,66
11668500,Comfortable Studio - Ideal Students and Travelers,59457162,Victor,,Nuñez,-34.55464,-58.46975,Entire home/apt,1681,3,47,2020-01-12,1.00,3,80
11674288,Habitación luminosa con hermosa vista de BA! ♥,61990054,Luciano,,Boedo,-34.62429,-58.42651,Private room,780,2,82,2019-08-10,2.44,1,53
11688606,Mooie kamer TWIN met eigen badkamer,9144221,Karin,,Balvanera,-34.61479,-58.40597,Private room,2101,3,15,2017-10-15,0.34,10,365
11697433,Room in shared floor! Bs As Center!,11740871,Javier,,Balvanera,-34.60305,-58.40982,Private room,840,7,2,2018-11-25,0.11,6,365
11701482,Trendy Palermo in Buenos Aires,49871001,Lucio,,Palermo,-34.58539,-58.44199,Entire home/apt,1801,7,0,,,2,365
11708741,Room in shared floor! Center zone!,11740871,Javier,,Balvanera,-34.60241,-58.40934,Private room,840,5,1,2017-02-02,0.03,6,365
11711516,Modern Penthouse Overlooking Recoleta Cemetery,62259308,Elena,,Recoleta,-34.5893,-58.3922,Entire home/apt,3001,3,0,,,1,0
11713785,Ample Duplex with private terrace,1845492,Maga,,Colegiales,-34.56804,-58.45181,Entire home/apt,3121,3,27,2020-01-06,0.58,12,179
11714887,"COMO EN CASA, 2 cuartos en PALERMO",62139130,Barbara,,Palermo,-34.58145,-58.41425,Entire home/apt,720,3,5,2017-03-13,0.11,2,0
11715035,Apartamento en Palermo,55603216,Marina,,Recoleta,-34.5969,-58.41048,Entire home/apt,6002,1,0,,,1,365
11716806,Room in a typical PH in Palermo,25761025,Ines,,Palermo,-34.57815,-58.43483,Private room,1801,1,0,,,1,365
11719739,2 BEDROOM APART. SWIMMING POOL. PALERMO BOTANICO,28074169,Flavia,,Palermo,-34.58248,-58.41396,Entire home/apt,4322,4,5,2019-06-15,0.30,5,86
11721630,Comodo y Renovado departamento. Tiny House.,32425953,Estefania,,Villa Santa Rita,-34.61313,-58.47667,Entire home/apt,1200,2,0,,,1,65
11721708,Heart of Recoleta,11311507,Magdalena,,Recoleta,-34.59379,-58.39099,Entire home/apt,3601,1,0,,,1,0
11731198,Piso Compartido centro!,11740871,Javier,,Balvanera,-34.60293,-58.40938,Private room,2401,7,0,,,6,365
11731423,Gorgeous luminous space in Recoleta,50500877,Lorena,,Recoleta,-34.59195,-58.39856,Entire home/apt,2101,2,75,2019-01-02,1.65,1,330
11731589,Best house in Buenos Aires center,11740871,Javier,,Balvanera,-34.60457,-58.40946,Private room,2401,6,4,2018-03-05,0.09,6,365
11731668,Great Flat with Private Terrace (Almagro/Palermo),2298218,Fermin,,Almagro,-34.59854,-58.42103,Entire home/apt,3481,2,19,2019-12-20,0.59,1,345
11733321,Hab priv cama matrimonial,62407007,María Belén,,Chacarita,-34.58599,-58.44927,Private room,1320,1,1,2016-04-24,0.02,1,0
11753694,Cómoda habitación en Palermo Soho,61463558,Adali,,Palermo,-34.58521,-58.42806,Private room,240,1,0,,,2,0
11758496,Centric 2 bedroom/bathroom apt (Plaza San Martin),41236278,Marta,,Retiro,-34.59126,-58.37713,Entire home/apt,3001,1,17,2019-07-12,0.70,1,323
11758928,"Casa Reina, habitacion en Palermo 1",62424978,Flor Y Max,,Villa Crespo,-34.59158,-58.43503,Private room,300,1,92,2019-12-17,1.98,11,56
11766612,Monoambiente en Recoleta,12264930,Laura Liliana,,Recoleta,-34.59252,-58.39129,Entire home/apt,3001,4,0,,,7,365
11766958,Duplex con 2 cuartos y terraza,12264930,Laura Liliana,,Palermo,-34.58681,-58.42592,Entire home/apt,9003,3,2,2017-09-01,0.04,7,365
11768124,Penthouse im Refugio Palermo,27594774,Birgit,,Palermo,-34.5923,-58.42633,Entire home/apt,2101,5,4,2019-03-25,0.09,4,347
11770759,Private room in Almagro,30116520,Santi,,Almagro,-34.61593,-58.42163,Private room,1561,1,0,,,2,0
11790692,COZY APARTMENT WITH YARD,10213548,Marion Y  Daniel,,Palermo,-34.59105,-58.43467,Entire home/apt,2641,1,95,2020-01-17,2.35,1,290
11792426,Studio with Amazing View in Palermo,52229568,Natalia,,Palermo,-34.57333,-58.43767,Entire home/apt,2701,4,69,2019-11-04,1.48,1,269
11797787,Short Term Rental Apartment 3 Rooms,40376324,Analia,,Palermo,-34.5914,-58.41562,Entire home/apt,4202,7,0,,,1,0
11800499,Amplio semi piso Zona Residencial duplex c cochera,58014401,Renata,,Colegiales,-34.57213,-58.45774,Entire home/apt,3001,3,40,2017-06-23,0.87,1,112
11804132,3 Ambientes con Balcon en Belgrano,12264930,Laura Liliana,,Belgrano,-34.556,-58.44169,Entire home/apt,3901,5,2,2017-08-16,0.05,7,0
11827506,Casi Casita en Centro de la Ciudad de Buenos Aires,62471274,Sabrina,,Retiro,-34.59497,-58.37307,Entire home/apt,1380,1,12,2019-05-17,0.48,1,177
11843771,"Spaciuk 1BDR, Spectscular view!!!",13896465,Pablo,,Monserrat,-34.6116,-58.38118,Entire home/apt,2401,3,18,2017-10-25,0.41,1,0
11845450,"Beautiful apartment in San Telmo,BA",8836659,Lea,,San Telmo,-34.61984,-58.37048,Entire home/apt,2341,2,74,2020-01-17,1.72,1,273
11848600,A estrenar en Palermo Soho p/  4,38179307,Saulo,,Palermo,-34.5888,-58.43404,Entire home/apt,7203,3,0,,,4,365
11848781,Great cozy apart Buenos Aires City,4130739,Maria Alejandra,,Monserrat,-34.61243,-58.39163,Entire home/apt,2101,30,6,2018-03-31,0.13,4,364
11848799,Depto para 4 pax en PALERMO SOHO..,49480723,Delia Concepcion,,Palermo,-34.58752,-58.43292,Entire home/apt,5102,2,2,2018-01-03,0.08,24,353
11861885,Espacioso apartamento para 6 personas en el Centro,3469227,Federico,,San Nicolas,-34.60735,-58.38598,Entire home/apt,7203,3,1,2019-02-19,0.09,88,365
11861949,Nice bedroom in Villa Crespo!,4955190,Vanina,,Villa Crespo,-34.59775,-58.44648,Private room,1020,2,10,2018-05-27,0.23,1,135
11862925,Palermo Plaza Serrano,31143670,Wolfgang,,Palermo,-34.58751,-58.42924,Private room,3001,6,7,2017-10-24,0.15,2,365
11863914,Puerto Madero view and pool. Modern appartment.,56090170,Diego Y Verónica,,San Telmo,-34.61705,-58.3684,Entire home/apt,2941,3,32,2020-01-04,0.95,1,261
11864656,Studio luminoso impecable y chic (I),31919158,Laura,,Belgrano,-34.56302,-58.45728,Entire home/apt,3121,2,36,2019-11-22,1.25,3,253
11866342,Depto frente facultad de veterinaria UBA,63257171,Sergio,,Villa Del Parque,-34.59789,-58.48336,Entire home/apt,1260,2,12,2019-10-08,0.87,2,349
11867907,Cómodo apartamento en Palermo y con piscina,3469227,Federico,,Palermo,-34.58368,-58.42554,Entire home/apt,4202,3,1,2017-04-16,0.03,88,16
11885416,"",9647374,Benjamin,,Villa Ortuzar,-34.57837,-58.4702,Entire home/apt,3301,1,0,,,1,0
11886867,"1AMAZING VIEW & FARE 2,3BRS DOWNT0WN-RECOLETA",53553099,Graciela,,Recoleta,-34.59495,-58.39149,Entire home/apt,14105,3,0,,,10,363
11887502,"Modern loft with deck-yard, grill & adorable cat",63233416,Mirna,,Villa Crespo,-34.59225,-58.43846,Entire home/apt,420,10,2,2016-09-13,0.04,1,0
11888348,Beautiful and cozy apartment in San Telmo BA,6258209,Dafne,,Constitucion,-34.62429,-58.37765,Entire home/apt,1561,1,29,2019-03-20,0.72,1,65
11888379,"Dept in San Telmo, good public transp, bars",63395033,Ana,,San Telmo,-34.62382,-58.37089,Entire home/apt,2881,3,33,2020-01-20,0.81,1,185
11889458,Cozy flat in the heart of Buenos Aires,63400497,Federico,,Balvanera,-34.60552,-58.39273,Entire home/apt,5402,1,47,2019-11-25,1.02,9,56
11892722,"SUNNY Apt in Palermo, Grill & PATIO",19183801,Ale,,Palermo,-34.57791,-58.43587,Entire home/apt,5222,2,1,2016-11-04,0.03,1,364
11898261,Departamento Arte Contemporáneo Palermo Hollywood,1376140,Renata,,Palermo,-34.58304,-58.44089,Entire home/apt,2341,3,2,2018-11-21,0.14,1,343
11900224,Moderno Apartamento en Buenos Aires,55553719,For Rent Argentina,,San Nicolas,-34.60521,-58.38994,Entire home/apt,1561,7,7,2018-11-19,0.16,88,362
11900383,Great little apartment in Palermo,5428370,Eugenia,,Palermo,-34.5808,-58.43205,Entire home/apt,2101,1,118,2020-01-10,2.52,6,352
11907032,Pileta y amenities!,63517945,MarianaPorcelli,,Puerto Madero,-34.61145,-58.36315,Entire home/apt,6002,60,0,,,1,90
11912081,Quiet Apartment,63554931,Lisho,,Belgrano,-34.56258,-58.45858,Entire home/apt,1621,1,0,,,1,0
11921489,Habitación en terraza,30116520,Santi,,Almagro,-34.61614,-58.42197,Private room,1320,1,1,2018-03-21,0.04,2,364
11924221,"Confortable, silencioso, limpio - wifi 100 megas",63635473,Laura,,Parque Patricios,-34.636,-58.39538,Entire home/apt,1320,3,14,2019-12-17,0.90,1,113
11924491,"nice,cozy , antique apartment,patio",15047074,Julieta,,Nuñez,-34.5513,-58.46072,Entire home/apt,1801,1,0,,,1,0
11924720,COMODO HERMOSO LUMINOSO Y EQUIPADO,965760,Martin,,Palermo,-34.59534,-58.42173,Entire home/apt,540,1,0,,,1,0
11927653,Corazón de San Telmo,22154669,Julia Irene,,Monserrat,-34.61486,-58.37314,Private room,1801,3,0,,,1,362
11928896,4 guests palermo buenos aires new,1482817,Lorena,,Palermo,-34.58819,-58.43234,Entire home/apt,7803,3,0,,,45,365
11929156,Bright 2br apartment in Recoleta!,59068928,Camila,,Recoleta,-34.59782,-58.40015,Entire home/apt,3421,1,169,2020-01-04,3.73,3,197
11940292,"Hermoso departamento, todo confort",63746380,Marta Elena,,Recoleta,-34.58831,-58.39983,Entire home/apt,3001,3,39,2019-12-21,0.84,3,30
11940889,Amazing 3/4 BR Warehouse with Private Pool & BBQ,63749523,Dominic,,Palermo,-34.59296,-58.42478,Entire home/apt,38414,4,16,2019-11-27,0.41,1,334
11942681,Luxury Apartment w/ patio chic area,1875949,Diego,,Palermo,-34.58018,-58.41323,Entire home/apt,4802,3,19,2020-01-02,0.42,56,93
11943032,Apartment City Center - Recoleta,61591248,Agustìn,,Recoleta,-34.59592,-58.40225,Entire home/apt,2221,2,26,2020-01-15,0.58,1,336
11948892,Lovely sunny department + terrace,63284528,Luciana,,Almagro,-34.62042,-58.42757,Entire home/apt,600,2,31,2020-01-18,0.67,1,170
11959162,Sunny new Studio in Palermo,63255906,Ivanna Y Germán,,Palermo,-34.59428,-58.42266,Entire home/apt,2401,1,142,2019-05-01,3.11,6,175
11962429,Zona Palermo - Botanico - Premium,54806095,Juan Ignacio,,Palermo,-34.58402,-58.41362,Entire home/apt,3001,2,62,2020-01-20,1.34,1,322
11965321,Impeccable 10th Fl 2BR 2.5BA w Pool,956144,Alfredo,,Palermo,-34.58392,-58.42243,Entire home/apt,6962,5,35,2019-12-28,0.81,9,105
11966667,Duplex Con Terraza Propia en Villa Crespo,16884308,Lucas,,Villa Crespo,-34.59667,-58.42829,Entire home/apt,3901,7,11,2019-08-21,0.26,1,83
11968323,Modern and exclusive apartment! Great Location!,4435039,Natty,,San Nicolas,-34.60007,-58.37868,Entire home/apt,1501,7,5,2018-08-02,0.25,1,0
11974167,Excelente ubicación - alegre - sol,63012694,Maria Ines,,Monserrat,-34.61014,-58.38885,Entire home/apt,300,2,1,2016-04-01,0.02,1,0
11976863,Luxury Apartment Recoleta,63746380,Marta Elena,,Recoleta,-34.59007,-58.39979,Entire home/apt,3301,3,27,2020-01-11,0.59,3,30
11980440,4/6PAX AMAZING  FARE & TERRACE 2/3 BDRS,53553099,Graciela,,Recoleta,-34.5889,-58.38948,Entire home/apt,13505,3,0,,,10,363
11980756,Recoleta Special Opportunity,16000925,Kristoffer,,Recoleta,-34.58669,-58.40596,Entire home/apt,2701,60,0,,,27,365
12001507,Beautiful bedroom in Belgrano Town,60492921,Rodrigo,,Belgrano,-34.55954,-58.46309,Private room,180,1,0,,,1,0
12005672,"Luz, silencio, verde.",64204860,Marcel,,Recoleta,-34.5934,-58.39884,Private room,660,2,73,2019-12-07,1.58,1,363
12005697,Dto cálido y tranquilo y céntrico,9835630,Soledad,,Caballito,-34.62226,-58.4389,Private room,4982,1,0,,,1,365
12005752,Spotless  apartment with great Sunset view/ Nuñez,31855759,Lucas,,Nuñez,-34.54039,-58.46727,Entire home/apt,2941,5,2,2020-01-12,1.46,1,305
12006037,Private and cozy Studio in the heart of Palermo,53160133,Fernanda,,Palermo,-34.57906,-58.42228,Entire home/apt,1200,3,7,2019-12-21,0.33,1,323
12006054,Departamento calle Uruguay,64208853,Guadalupe,,Recoleta,-34.59417,-58.38753,Entire home/apt,9784,3,1,2019-03-31,0.10,1,365
12008885,Ideal  hasta 2 personas Belgrano R,64230861,Maria Elena,,Belgrano,-34.56576,-58.46359,Private room,600,2,55,2019-10-22,1.33,2,178
12012707,Luxury Apartment Prime Location,2567375,Jose Luis,,Puerto Madero,-34.61591,-58.36129,Entire home/apt,11344,1,0,,,1,355
12022533,The best location the city,32196157,Valeria,,Retiro,-34.59697,-58.38051,Private room,1801,3,0,,,1,0
12027638,Departamento en San Telmo. Excelente ubicación.,64367637,Anita,,San Telmo,-34.61884,-58.37193,Entire home/apt,2341,1,7,2017-06-30,0.18,1,323
12034642,DPTO. EN EL CORAZON DE SAN TELMO,10246115,Flor,,San Telmo,-34.62111,-58.36883,Entire home/apt,1801,1,53,2020-01-01,1.14,1,173
12038144,"Casa abierta y amigable, luminosa.",64428422,Maria Rosa,,Almagro,-34.60156,-58.42325,Private room,1080,3,0,,,1,0
12043917,Soho Point Deluxe,1409800,Mariano,,Palermo,-34.58972,-58.42782,Hotel room,4202,1,21,2020-01-06,0.45,34,365
12044037,Soho Point deluxe,1409800,Mariano,,Palermo,-34.59095,-58.42915,Hotel room,4202,1,4,2019-12-15,0.11,34,365
12051994,Habitación privada en departamento,64457880,Marcelo Martin,,Palermo,-34.57376,-58.43269,Private room,1260,2,3,2018-04-26,0.09,2,88
12052395,SUITE & STUDIO EN PALERMO IMPECABLE,46450962,Ariel,,Palermo,-34.5956,-58.42183,Entire home/apt,1801,3,5,2019-12-08,0.26,2,365
12053163,Monoambiente en recolecta,310531,Soledad,,Recoleta,-34.59392,-58.41002,Entire home/apt,1501,7,0,,,2,362
12054802,Big room w/ private bathroom in San Telmo,1446658,Gino,,Monserrat,-34.61532,-58.37698,Private room,1080,4,20,2018-08-17,0.45,1,0
12056573,Big Room in a lovely House close to Palermo,15477925,Gonzalo,,Chacarita,-34.58689,-58.45407,Private room,660,20,0,,,4,180
12056810,Palermo Hollywood Double Bed & POOL,19089701,Michael (And Camila),,Palermo,-34.58393,-58.44304,Private room,900,1,8,2020-01-11,0.18,5,29
12057142,Modern Studio in Palermo,64582704,Florencia,,Palermo,-34.59642,-58.4217,Entire home/apt,1501,3,12,2019-11-18,0.32,2,364
12062431,Palermo Soho 2 guests great view close to subway,1482817,Lorena,,Palermo,-34.58544,-58.43164,Entire home/apt,1561,3,14,2019-06-05,0.33,45,339
12065702,Habitación en Palermo/Colegiales,27155583,Barbara,,Chacarita,-34.58651,-58.4427,Private room,1501,1,0,,,3,364
12081093,"ESPECTACULAR!! LOFT DE 80M2, 30% OFF ⭐⭐⭐⭐⭐",15709876,Sergio,,Recoleta,-34.59628,-58.40847,Entire home/apt,4802,4,3,2019-12-28,0.07,10,365
12086713,Nice double room Palermo Hollywood,60965901,Víctor,,Palermo,-34.58126,-58.43475,Private room,1380,1,9,2016-11-18,0.19,3,0
12086867,"Bedroom, in-suite bath in cosy house with kitchen",56199556,Thibaud,,Boedo,-34.62886,-58.41287,Private room,1981,3,6,2019-01-10,0.14,4,365
12086927,Relax in a traditional house Bs As,60965901,Víctor,,Palermo,-34.5818,-58.43487,Private room,2701,1,0,,,3,0
12090936,Apartment in a quiet Palermo's traditional area,64810576,Manfredo,,Palermo,-34.59313,-58.41573,Entire home/apt,1260,6,12,2017-07-30,0.28,1,327
12092277,Habitación Privada en Palermo. Increíble ubicación,64818384,Andrea,,Palermo,-34.58151,-58.42099,Private room,660,2,47,2019-02-22,1.03,2,354
12106881,MONOAMBIENTE PERON,64913483,Gustavo Daniel,,Almagro,-34.60631,-58.41914,Private room,1501,3,0,,,2,13
12107585,Studio in Palermo/Nice&cozy terrace,48337423,Mauricio Y Vero,,Palermo,-34.58915,-58.42255,Entire home/apt,1921,2,125,2020-01-09,2.70,1,358
12107733,Lovely 1 BR apartment in Recoleta,42514336,Javier,,Recoleta,-34.59107,-58.39415,Entire home/apt,1921,7,2,2017-12-20,0.07,2,191
12108548,Monoambiente moderno en Las Cañitas,64932336,Barbara,,Palermo,-34.57241,-58.43358,Entire home/apt,1801,3,0,,,1,0
12111153,Luxury apartment-Premium Recoleta 4 Bedrooms,2810875,Teresa,,Retiro,-34.59101,-58.38607,Entire home/apt,24009,4,8,2018-07-28,0.23,1,87
12111154,departamento en centro de la ciudad,56913238,Beatriz,,Monserrat,-34.61175,-58.38091,Entire home/apt,1981,3,2,2019-07-26,0.11,1,338
12121451,Departamento luminoso con excelente vista en torre,58633007,Julio,,Parque Patricios,-34.6308,-58.40648,Entire home/apt,840,2,6,2019-08-11,0.54,1,45
12126287,Habitación en corazón de San telmo,65064611,Paula,,San Telmo,-34.61897,-58.37192,Private room,420,2,0,,,1,0
12128753,Zona arbolada /accesotransp publico,64230861,Maria Elena,,Belgrano,-34.56779,-58.46208,Private room,600,2,27,2019-11-22,0.60,2,261
12129323,Sunny 3 bedroom apartment. Palermo,373629,Daniel,,Palermo,-34.58157,-58.44102,Entire home/apt,6002,180,0,,,14,365
12131164,Design & Modern Loft in Palermo,62394448,Atempo,,Palermo,-34.58244,-58.44102,Entire home/apt,6602,4,16,2017-07-02,0.36,4,364
12132412,New Studio Apartment at the heart of PALERMO! 6.7,32101897,Rodolfo Y Narella,,Palermo,-34.59398,-58.42432,Entire home/apt,3601,1,34,2019-11-08,0.75,13,356
12135482,Private single bedroom in Recoleta,65132002,Julian,,Recoleta,-34.58703,-58.38641,Private room,360,1,2,2016-04-28,0.04,1,0
12143537,Cozy and Modern Loft in Caballito,23660114,Adriano,,Caballito,-34.61326,-58.43451,Entire home/apt,1861,29,6,2019-12-05,0.13,2,0
12145366,Super nice private bedroom in BA,34659205,Carla,,Palermo,-34.59192,-58.41432,Private room,3001,1,0,,,1,90
12151694,Central close to eth 4 guests BA,1482817,Lorena,,San Nicolas,-34.59876,-58.37356,Entire home/apt,6002,2,0,,,45,365
12155526,Hab. Privada - Sentite como en casa,16659834,Gabriel,,Colegiales,-34.57225,-58.44393,Private room,1320,1,0,,,1,0
12173563,Cute Lil' Studio in Prime Location in Palermo!,107517,Priscila,,Palermo,-34.58488,-58.4262,Entire home/apt,1981,2,87,2019-12-31,2.32,1,363
12174926,Charming flat in Palermo Soho,45393405,Euge,,Palermo,-34.58593,-58.42271,Entire home/apt,660,5,59,2019-12-17,1.31,2,353
12183468,LUMINOSO Y COMODO,37137640,Julieta,,Colegiales,-34.57167,-58.45016,Entire home/apt,540,1,2,2016-09-06,0.04,1,0
12186216,APART GYM POOL SAUNA LAUNDRY,65489058,Silvia,,Almagro,-34.60703,-58.42426,Entire home/apt,2221,2,7,2019-01-22,0.24,1,357
12187542,Oportunidad en Palermo. 2 ambientes soleados.,5695953,Urban Places,,Palermo,-34.59625,-58.4169,Entire home/apt,1380,15,8,2019-12-14,0.36,6,164
12189772,Palermo buenos aires subway 4 guest,1482817,Lorena,,Palermo,-34.58592,-58.41885,Entire home/apt,2701,4,1,2019-07-30,0.17,45,365
12189877,"Modern Apart ,Madero, w/pool,17th fl +Gym",12415332,Rodolfo,,San Telmo,-34.61704,-58.36761,Entire home/apt,4502,3,23,2019-09-06,0.59,8,0
12191489,Belgrano Suite 6 stars / Self Check-in,59887275,Rene Adrian,,Belgrano,-34.55956,-58.46629,Entire home/apt,1260,2,11,2020-01-05,0.25,8,73
12210922,Mono ambiente amplio y luminos,50375887,Emi,,Almagro,-34.59969,-58.42631,Entire home/apt,300,1,0,,,1,0
12211927,COZY LOFT with JACUZZI. GREAT PLACE FULLY EQUIPPED,65683233,Adriana,,Balvanera,-34.60082,-58.39895,Entire home/apt,2161,1,0,,,1,173
12218587,Great duplex in Palermo!!!,530261,Luciano,,Palermo,-34.57756,-58.43168,Entire home/apt,4802,3,23,2019-11-29,0.50,25,337
12221205,Palermo SOHO - Plaza Serrano,19637246,Julien & Sol,,Palermo,-34.58552,-58.4279,Entire home/apt,2101,1,184,2020-01-17,4.05,35,296
12222669,New Apartment Buenos Aires Downtown,65743005,Christian,,San Nicolas,-34.60553,-58.38366,Entire home/apt,1801,3,159,2020-01-12,3.49,2,119
12224327,Palermo - Lovely Studio Apartment,9161236,Tristan,,Palermo,-34.58187,-58.4068,Entire home/apt,2281,3,1,2016-11-08,0.03,1,365
12224473,Cálido departamento para viajeros,65760716,Ana Lia,,Almagro,-34.60394,-58.41429,Entire home/apt,2101,3,4,2018-07-29,0.10,1,322
12227239,Palermo Bright,16000925,Kristoffer,,Palermo,-34.59242,-58.41547,Entire home/apt,3301,7,0,,,27,365
12228389,La casa de justo,65788950,Petit Hotel,,Monserrat,-34.61092,-58.38849,Entire home/apt,14885,1,56,2019-12-26,1.23,2,347
12229103,Studio Apartment Great Located @Obelisco-Downtown,46588108,Cesar,,San Nicolas,-34.60741,-58.38096,Entire home/apt,1200,1,32,2019-12-12,0.70,1,346
12229786,"Charming apartment, in Reoleta.",26381199,María Pia,,Recoleta,-34.59598,-58.38755,Entire home/apt,660,3,54,2019-08-30,1.18,1,146
12230609,"Classy Apart, Madero, w/pool, 13th fl. + Gym",12415332,Rodolfo,,Puerto Madero,-34.616,-58.36666,Entire home/apt,3421,3,30,2020-01-16,0.77,8,0
12230682,Ideal apartment in Palermo!,12044370,Ornella,,Palermo,-34.58379,-58.41953,Entire home/apt,1801,2,29,2019-04-20,0.64,1,129
12231438,INCREIBLE MONOAMBIENTE PALERMO SOHO,65810785,Pabli,,Palermo,-34.59154,-58.42625,Entire home/apt,3001,3,95,2020-01-22,2.43,2,360
12232318,Unique Apartment at Palermo!,65818267,Rocio,,Palermo,-34.5729,-58.42172,Entire home/apt,3301,3,42,2020-01-01,0.92,1,243
12232522,Familia alquila habitacion single,55273165,Luis,,Constitucion,-34.62027,-58.37911,Private room,600,5,29,2019-11-21,0.74,2,328
12243595,Cozy apartment in Palermo Tango,7899092,Margarita Y Fernando,,Palermo,-34.59608,-58.41553,Entire home/apt,2221,4,11,2019-07-26,0.25,2,188
12245114,Studio en Palermo Botánico,65908357,Christian,,Palermo,-34.58521,-58.42066,Entire home/apt,780,2,141,2020-01-19,3.09,2,164
12245482,moderno Studio con piscina,56978034,Mariana,,Palermo,-34.57484,-58.43898,Entire home/apt,2401,3,16,2020-01-04,0.38,10,348
12246083,Amazing and bright apartment !!,19581599,Sarah,,Palermo,-34.58571,-58.42971,Entire home/apt,1801,10,11,2020-01-05,0.28,1,363
12249290,"Dpto Buenos Aires, a 15’ de Aeroparque, Núñez",65939264,Lorena,,Nuñez,-34.53661,-58.46676,Entire home/apt,4202,2,0,,,3,90
12249402,Espacio ideal para disfrutar  BsAs,65939757,Raquel,,Palermo,-34.57691,-58.43431,Entire home/apt,2281,1,0,,,1,0
12249690,La Casita de San Telmo,2556830,Pablo,,San Telmo,-34.62412,-58.3706,Private room,1501,5,40,2018-11-30,0.89,4,267
12249783,Lovely home in the heart of Palermo,8556610,Ana Laura Sofia,,Palermo,-34.57922,-58.4349,Entire home/apt,3301,60,0,,,1,362
12250535,"Cosy Studio, great location!",20035129,Martin,,Palermo,-34.56602,-58.44156,Entire home/apt,1380,2,20,2019-10-15,0.45,1,359
